,entidad,viv_sel,num_hog,hog_mud,n_ren_el,cd,sexo,edad,nivel,cond_act,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p7,p7_3,p8_1,p8_2,p9,p10,p11,p13,p13_3,p14_1,p14_2,p15,p16,p17,p19,p19_3,p20_1,p20_2,p21,p22,p23_1,p23_2,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,h_lec,mat_lec,perslec,l_format,r_format,p_format,perslecl
0,1,4,1,0,1,14,1,51,6,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,20,2,0,2,3,2,0,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,3,3,1,0,0,0,2
1,1,2,1,0,2,14,2,73,2,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,4,4,2,0,0,0,2
2,1,1,1,0,1,14,1,52,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,15,2,0,2,3,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,3,3,1,0,0,0,2
3,1,3,1,0,2,14,2,35,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,20,2,0,3,3,2,0,2,2,2,1,1,2,2,0,2,0,1,1,1,1,1,3,3,1,0,0,0,2
4,1,1,1,0,6,14,2,28,4,7,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,2,20,2,0,2,3,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,3,3,1,0,0,0,2
5,1,2,1,0,2,14,2,41,2,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,2,4,2,0,0,0,2
6,1,3,1,0,1,14,1,44,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,4,4,2,0,0,0,2
7,1,4,1,0,1,14,1,69,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,4,4,2,0,0,0,2
8,1,4,1,0,1,14,1,45,4,1,1,1,1,1,1,2,1,3,4,2,2,2,1,2,2,3,600.0,2,1,1,10,4,3,150,2,1,4,1,4,2,0.0,2,1,1,0,0,0,1,4,20,2,0,3,4,2,0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1
9,1,1,1,0,2,14,2,23,4,7,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,4,60,2,0,2,3,2,0,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,0,0,0,2
10,1,3,1,0,2,14,2,47,4,7,1,1,1,2,2,2,1,1,4,2,2,1,2,2,2,2,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,20,2,0,3,3,1,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,0,1
11,1,2,1,0,3,14,2,20,4,6,1,1,1,2,2,2,1,4,2,2,1,2,2,2,2,2,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,30,2,0,2,3,2,0,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,1
12,1,2,1,1,1,14,1,45,7,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3,2,0.0,2,1,2,0,0,0,1,3,40,2,0,4,4,2,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,2,1
13,1,3,1,0,2,14,2,42,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,4,4,2,0,0,0,2
14,1,4,1,0,1,14,1,39,4,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,2,1,2,0,0,0,5,1,40,2,0,4,4,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,3,1,0,0,2,1
15,1,1,1,0,1,14,1,70,7,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,3,500.0,2,1,1,3,4,2,0,2,1,1,0,0,0,0.0,0,0,0,0,0,0,1,3,90,2,0,4,4,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,2,1,2,2,0,1
16,1,2,1,0,2,14,2,29,3,7,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,4,20,2,0,2,3,2,0,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,3,3,1,0,0,0,2
17,1,3,1,0,2,14,2,54,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,4,4,2,0,0,0,2
18,1,4,1,0,1,14,2,37,4,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,15,2,0,2,3,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,3,3,1,0,0,0,2
19,1,1,1,0,1,14,2,53,7,8,1,1,1,2,2,2,1,2,4,2,2,2,1,2,2,2,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,30,2,0,2,3,1,0,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,1,2,1,1,0,0,1
20,1,4,1,0,1,14,1,55,3,4,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,20,2,0,2,3,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,3,3,1,0,0,0,2
21,1,2,1,0,1,14,1,46,5,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,4,4,2,0,0,0,2
22,1,3,1,0,1,14,1,32,4,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,4,4,2,0,0,0,2
23,1,1,1,0,1,14,1,38,7,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,15,2,0,2,3,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,3,3,1,0,0,0,2
24,1,2,1,0,1,14,1,40,7,1,1,1,1,2,2,2,1,4,3,2,1,2,2,1,2,3,360.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,3,50,2,0,2,3,1,0,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,0,0,1
25,1,3,1,0,4,14,1,21,7,6,1,1,1,2,2,2,1,2,4,2,2,2,2,1,2,2,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,4,30,2,0,2,3,2,0,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,0,0,1
26,1,4,1,0,1,14,1,51,7,1,1,1,1,2,2,2,1,2,4,2,2,2,2,1,2,2,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,4,30,2,0,2,3,2,0,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,1
27,1,1,1,0,1,14,2,26,7,1,1,1,1,2,2,2,1,2,4,2,2,2,1,2,2,2,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,4,20,2,0,2,3,2,0,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,0,0,1
28,1,2,1,0,2,14,2,55,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,2,1,1,2,4,4,2,0,0,0,2
29,1,3,1,0,2,14,2,76,6,8,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,2,2,0,1,1,1,1,1,2,2,4,4,2,0,0,0,2
30,1,4,1,0,1,14,1,29,4,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,15,2,0,2,3,2,0,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,3,1,0,0,0,2
31,1,1,1,0,1,14,2,44,2,1,1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4,3,15.0,2,1,1,0,0,0,0,0,45,2,0,2,3,2,0,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,0,0,2,1
32,1,3,1,1,1,14,2,42,3,7,1,1,1,2,2,2,1,10,4,2,2,2,1,2,2,2,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,120,2,0,2,3,1,0,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,1
33,1,4,1,0,2,14,1,59,3,1,1,1,1,2,2,2,2,2,4,2,2,1,2,2,2,2,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,25,2,0,2,3,1,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,1,1,1,1,0,0,1
34,1,2,1,0,2,14,2,36,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,4,15,2,0,1,2,2,0,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,3,3,1,0,0,0,2
35,1,4,1,0,2,14,2,42,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,15,2,0,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,3,3,1,0,0,0,2
36,1,3,1,0,1,14,2,32,7,1,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,3,3,150,2,1,1,5,3,1,0.0,1,2,1,0,0,0,2,2,30,2,0,2,4,1,0,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1,3,1,0,2,1,1
37,1,1,1,0,1,14,1,32,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,20,2,0,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,3,3,1,0,0,0,2
38,1,2,1,0,1,14,1,49,3,1,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.0,2,1,2,0,0,0,0,0,15,2,0,2,2,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,3,3,1,0,0,2,1
39,1,2,1,0,2,14,2,49,2,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,4,4,2,0,0,0,2
40,1,1,1,0,2,14,2,50,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0,1,1,1,2,1,2,2,4,4,2,0,0,0,2
41,1,4,1,0,1,14,1,34,7,1,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.0,2,1,2,0,0,0,5,4,20,2,0,2,3,2,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,3,3,1,0,0,2,1
42,1,3,1,0,2,14,2,37,4,7,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,20,2,0,2,3,1,0,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,0,0,0,2
43,1,1,1,0,2,14,1,52,2,1,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.0,1,2,2,0,0,0,5,4,20,2,0,2,3,2,0,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,3,3,1,0,0,1,1
44,1,2,1,0,1,14,1,51,3,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,4,4,2,0,0,0,2
45,1,3,1,0,3,14,2,35,7,7,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,15,2,0,2,3,2,0,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,3,1,0,0,0,2
46,1,4,1,0,1,14,1,55,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,4,4,2,0,0,0,2
47,2,1,1,1,1,21,2,48,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,3,1,0,1,21,1,34,4,1,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,4,3,3,140,2,1,2,5,3,3,35.0,2,1,2,0,0,0,1,4,25,2,0,3,4,2,0,2,1,2,2,1,1,1,2,2,0,1,1,1,1,1,1,3,1,0,2,2,1
49,2,2,1,0,1,21,2,35,2,1,1,2,1,2,1,2,1,1,4,2,2,1,2,2,2,1,0.0,1,2,1,0,0,0,0,0,0,0,1,3,3,10.0,2,1,1,0,0,0,2,4,15,2,0,3,3,1,0,2,2,2,2,1,2,1,2,1,1,1,1,1,3,1,3,2,1,1,0,2,1
50,2,4,1,0,2,21,2,22,4,1,1,1,1,2,1,1,1,3,4,2,2,2,1,2,2,1,0.0,1,2,2,0,0,0,0,0,0,0,2,3,3,14.0,2,1,1,1,1,2,1,3,60,2,0,1,4,1,0,1,1,2,1,2,1,1,2,1,1,1,1,1,1,3,1,2,1,1,0,2,1
51,2,1,1,0,2,21,2,51,3,7,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,4,20,2,0,2,2,2,0,2,2,2,2,2,2,2,0,3,0,1,1,1,2,2,3,3,1,0,0,0,2
52,2,2,1,0,3,21,1,25,4,1,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,1,2,0,2,1,2,2,3,1,0.0,1,2,1,0,0,0,1,3,60,1,7,2,3,1,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,3,1,0,2,1,1
53,2,3,1,0,2,21,1,21,4,1,1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,5,2,1,0,0,20,2,0,2,3,2,0,1,2,2,2,2,2,2,0,1,1,1,2,1,2,2,1,3,1,0,0,0,2
54,2,3,1,0,1,21,1,27,3,10,1,1,1,1,2,2,1,2,4,2,2,2,1,2,2,1,0.0,1,2,1,1,4,1,0,1,2,1,0,0,0,0.0,0,0,0,0,0,0,2,4,25,2,0,2,4,2,0,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,1,2,1,1,1,0,1
55,2,2,1,3,1,21,1,28,2,1,1,1,1,2,2,2,1,5,4,2,2,1,2,2,2,1,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,30,2,0,2,2,2,0,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,0,0,1
56,2,4,1,0,1,21,1,23,7,1,1,1,1,1,2,2,2,1,4,2,2,2,2,1,2,2,0.0,2,1,1,1,1,2,0,2,1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,30,2,0,3,3,1,0,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,0,1
57,2,1,1,1,1,21,1,49,3,1,1,1,1,2,2,2,1,3,4,2,1,2,2,2,2,1,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,4,30,2,0,2,2,2,0,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,1,2,1,1,0,0,1
58,2,3,1,0,1,21,1,57,2,4,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,2,4,2,0,0,0,2
59,2,2,1,1,2,21,1,36,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,1,2,2,0,1,2,1,1,1,4,4,2,0,0,0,2
60,2,2,1,0,1,21,1,24,4,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,3,10,2,0,2,3,2,0,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,3,3,1,0,0,0,2
61,2,4,1,0,1,21,1,45,4,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,4,2,0,0,0,2
62,2,1,1,0,1,21,2,38,7,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,60,2,0,2,3,1,0,2,2,2,2,1,2,2,0,2,0,1,2,3,2,1,1,2,1,1,0,0,1
63,2,1,1,0,1,21,1,37,7,1,1,1,1,1,2,1,1,2,4,2,2,1,2,2,2,3,600.0,2,1,1,6,4,3,600,2,1,1,0,0,0,0.0,0,0,0,2,2,1,5,4,15,2,0,3,3,1,0,1,2,2,2,2,1,2,0,1,2,1,1,2,1,2,1,2,1,2,2,0,1
64,2,4,1,1,1,21,1,69,3,10,1,1,1,1,2,2,1,20,3,2,2,2,2,1,2,1,0.0,1,2,1,1,3,3,150,2,1,1,0,0,0,0.0,0,0,0,0,0,0,1,3,90,2,0,2,3,1,0,1,1,2,1,2,2,2,0,1,1,1,2,2,1,1,1,2,1,1,2,0,1
65,2,2,1,0,1,21,2,27,4,1,1,1,1,1,1,2,1,2,3,2,1,2,2,2,2,3,600.0,2,1,1,1,4,2,0,2,1,1,1,3,3,5.0,2,1,2,0,0,0,3,3,40,2,0,2,3,1,0,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1
66,2,3,1,0,1,21,1,45,2,1,1,1,1,1,1,2,2,3,4,2,2,2,1,2,2,3,120.0,2,1,1,1,4,3,45,2,1,1,5,3,2,0.0,2,1,2,0,0,0,0,0,30,2,0,1,2,2,0,2,1,2,2,2,2,2,0,1,1,1,2,2,1,2,1,2,1,2,2,2,1
67,2,2,1,0,1,21,1,72,2,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,1,2,3,0,1,2,1,1,2,4,4,2,0,0,0,2
68,2,1,1,0,2,21,1,37,2,1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,4,2,0,2,1,1,0,0,0,0.0,0,0,0,0,0,0,5,3,7,2,0,2,2,1,0,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,3,3,1,0,2,0,1
69,2,2,1,0,2,21,2,34,4,7,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,0.0,2,1,1,2,4,3,150,2,1,1,0,0,0,0.0,0,0,0,0,0,0,2,4,20,1,4,2,4,1,0,1,2,2,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,2,2,0,1
70,2,1,1,0,2,21,2,22,2,7,1,1,1,2,2,2,1,8,6,2,1,2,2,2,2,1,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,4,30,2,0,3,4,1,0,2,2,2,2,1,1,1,2,2,0,1,1,1,1,1,1,2,1,2,0,0,1
71,2,2,1,1,1,21,2,29,2,1,1,1,1,1,2,2,2,17,1,1,2,2,2,2,2,2,0.0,2,1,2,6,4,3,140,2,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,30,2,0,2,4,2,0,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,0,1
72,2,3,1,1,3,21,1,22,3,1,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,3,2,0,2,1,1,0,0,0,0.0,0,0,0,0,0,0,3,1,10,1,3,4,4,1,0,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,1,3,1,0,2,0,1
73,2,4,1,0,1,21,1,46,2,3,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,1,1,1,2,1,1,2,4,4,2,0,0,0,2
74,2,2,1,0,1,21,1,42,4,1,1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,3,2,0,2,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,30,2,0,2,3,2,0,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,0,2,0,1
75,2,1,1,0,1,21,2,68,3,1,1,1,1,2,2,2,1,3,1,1,1,2,2,2,2,2,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,3,45,2,0,3,3,2,0,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,0,0,1
76,2,3,1,0,1,21,2,28,7,3,1,1,1,2,2,1,1,4,4,2,2,2,1,2,2,2,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,1,2,5,4,30,1,4,2,3,1,0,2,2,2,1,2,2,2,0,1,1,1,1,1,1,1,1,2,1,2,0,0,1
77,2,4,1,0,4,21,2,26,2,1,1,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,4,2,0,2,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,15,2,0,2,3,2,0,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,3,3,1,0,2,0,1
78,2,2,1,0,1,21,1,88,2,9,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,2,2,0,2,0,1,3,3,3,3,4,4,2,0,0,0,2
79,2,4,1,0,1,21,1,24,4,1,1,1,1,2,2,1,1,10,1,1,2,2,2,2,2,2,0.0,2,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,2,1,1,3,60,2,0,3,3,2,0,2,2,2,1,3,3,2,0,1,5,1,1,1,1,1,1,2,1,2,0,0,1
80,2,3,1,0,2,21,2,42,3,1,1,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,4,2,0,2,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,15,2,0,3,3,2,0,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,3,3,1,0,2,0,1
81,2,1,1,0,3,21,2,25,4,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,4,4,2,0,0,0,2
82,2,2,1,0,5,21,2,34,4,7,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,4,15,2,0,2,4,2,0,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,3,3,1,0,0,0,2
83,2,1,1,0,1,21,1,60,7,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,60,2,0,4,3,2,0,1,2,2,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,0,0,0,2
